"","text","score","sentiment"
"2838","mudah sampa keluh lapor ganggu masuk ayan kantorpandemi covid",-3,"Negatif"
"2612","kecewa chat costumer servis tolong kilometer erorburik",-1,"Negatif"
"1901","aplikasinotifikasi beli token berhasilkadang beli token gagalpadahal beli apajdi khawatirtagih bengkak",-1,"Negatif"
"647","kali ajuktindak plnpdhl riwayatproses selesai",0,"Positif"
"927","menu simulasimenu khususviewer screenshot dokumen tampil aplikasi",0,"Positif"
"250","ayan cepat tanggap trimakasih",1,"Positif"
"885","mantap that",1,"Positif"
"572","gagu terima kasih",1,"Positif"
"370","bantu sekal aplikasi nyauntuk ayan respon cepat sekaligakclearmobilemantap",2,"Positif"
"388","bantuinisaya kasih bintang bisamantap jiwa",0,"Positif"
"424","beli tokenlapor",0,"Positif"
"1753","daftar aplikasi susah bangetsandi akun daftar bisabisa sandi solusi",-2,"Negatif"
"2609","lapor listrik daerah tanggap aplikasi beres sekal coba serius",-1,"Negatif"
"2501","terima kasih ayan cepat ganggu listrik rumah ditangani tugas lapor ganggu aplikasi bantu",-1,"Negatif"
"1952","kasih diskon beli token lihat usaha sebelah kasih poin transaksi aplikasi wkwkwkwkw",-1,"Negatif"
"2622","ayankecewa hubung ganggu rusak listrik rumahbilang hubung rumah noantrian ticket hasil tungguhubung",-3,"Negatif"
"868","mantap bantu masyarakat utama daerahdaerah desa semangat karyamobile andal",4,"Positif"
"771","lihatmonitor aplikasi",0,"Positif"
"784","listrik subsidi terimskasih mohon impormasinya akun tolak mohon bantuanya",1,"Positif"
"2905","verifikasi akunlihat tombol kamera tekan tangkap gambar lucu",-1,"Negatif"
"1839","daftar aplikasi susah bangetsandi akun daftar bisabisa sandi solusi",-2,"Negatif"
"1392","token listrik gratis januari muncul gampang caritoken listrik gratis",3,"Positif"
"463","butuh",0,"Positif"
"2186","malamtugas listrik entar malam buru mati",-1,"Negatif"
"2053","fiturpilih jeniskeluh catat meter klik detail keluh rumah penghunikosong icon kirim keluh pesan langgan sampa arti aplikasi fungsi mesti",-4,"Negatif"
"2594","aktivasi akunaktivitas bilang email daftar ganti email",-2,"Negatif"
"1514","vrifikasi akun",0,"Positif"
"2675","daftar akunemail sekal pakai cantum email pakai",-1,"Negatif"
"1938","lapor selesai tindak",-2,"Negatif"
"2268","eror",-1,"Negatif"
"1251","sumpah banget fast respon pelayananyakecewa banget mnit",1,"Positif"
"52","allhamdulillah adakanaplikasimobile listrik mudahayanmoga terang dunia",1,"Positif"
"925","menu pasang nama provinsi pilih tolong adminmenu provinsi menu pasang",1,"Positif"
"2737","lapor tanggap aplikasi",-1,"Negatif"
"1740","listrik rumah lemot chatdaerah kagak respon taee",-2,"Negatif"
"1249","sulit fasiliras chat update hilang fasilitas chattelp makan pulsa telp kali kali tangani terimakasihsurabaya tanggal maret tanggap telp tugasbayualex langsung unjung rumah sosialisasi fasilitas chat point bantu moga puas langgan rupa prioritas utama selenggara energy terimakasih",2,"Positif"
"1725","aplikasinotifikasi beli token berhasilkadang beli token gagalpadahal beli apajdi khawatirtagih bengkak",-1,"Negatif"
"675","kasih bintangerrornya",0,"Positif"
"55","ambil tokenmobile",0,"Positif"
"1044","naikin daya pilih bayarpilih bank mandiri bacakantormuncul bayar gimanaaa bambang",3,"Positif"
"2549","simple mudah lapor listrik ribet kantor duduk santai tugas",-2,"Negatif"
"2343","aplikasi bingung baca lokasi langgan kalosyarat baca lokasi ujung ujung langsung kantor",-3,"Negatif"
"210","aplikasibantu",0,"Positif"
"363","bantu pantau listrik",1,"Positif"
"1376","tlogobatursari pemadamansudah malam pemadamantlong",0,"Positif"
"1465","upgrade akun histori fotomohon bantu trimakasih",1,"Positif"
"500","daftar akun verifikasi sayang proses verifikasi gantiinstal ulang aplikasi nyata akun akun laku verifikasi masuk mohon proses verifikasi kalistatus akun aplikasi instal device beda terima kasih",1,"Positif"
"2395","lapor aplikasi layarmeter prabayar rumah mati respon",-3,"Negatif"
"547","favorites application lancar terlaksanamaju mypln",0,"Positif"
"47","alhamdulillahaplikasi resmi bantu sekal zaman serba canggih kualitas aplikasi mohon error",3,"Positif"
"2799","bagus klaim langsung tuju proses klaim orang staff bumn anggap remeh masyarakatbppresiden reformasi mental",-3,"Negatif"
"2378","hallooanehkalo totalin tagih biayatotalkali lipat",-1,"Negatif"
"662","kasih bintang",1,"Positif"
"1239","stroomnetpakai rumah entar kalo kasih bintang",0,"Positif"
"719","knapa indak potoupgrade akun enak aplikasi",0,"Positif"
"1314","terima kasihmobilesetiap langganganggu cepat tanggap ganggu cepat",2,"Positif"
"2845","bintangnyatetap semangatlapang moga lelah",-1,"Negatif"
"2381","aplikasi payah",-1,"Negatif"
"2792","tugas regu kadang tugas regu hilangdirespon aplikasi eror plnnya",-1,"Negatif"
"1343","terimakasih verifikasi akunmobilemobilelanggan mudah lakumobiledownloadmobile",0,"Positif"
"490","coba kalo bagus entar bintang",1,"Positif"
"304","bagus pakai aplikasu mobile",0,"Positif"
"1369","tinggal rusak lapor kali laporberik janji sore ganti kodecoba janji kerja maksimal standar kerja rusak tunggu konsumen lakudngn uras pulsa konsumenmenindaklanjuti keluh konsmn",1,"Positif"
"896","mantulllll banget",1,"Positif"
"1948","lapor selesai tindak",-2,"Negatif"
"2550","hancur parah ayan jelek lelet",-4,"Negatif"
"2118","sayangmobile cari cewek",-1,"Negatif"
"1531","enak aplikasiriwayat tagih",-1,"Negatif"
"2846","transaksi token status gagal nomor token tanggap laportanggap payah",-1,"Negatif"
"761","layanlambat penanganan mohon fast respon profesionallapor minggu penanganan",0,"Positif"
"1626","aplikasi payah",-1,"Negatif"
"430","bermamfaat",0,"Positif"
"1745","mantap listrik mati lapor langsung tindak kasih bintang",-1,"Negatif"
"221","aplikasimobile kerja modahdan cepat",2,"Positif"
"2058","alhmdllah begutu lapor langsungalhamdulillah lamputerang kerjaramah sopan",-1,"Negatif"
"264","ayan optimal",1,"Positif"
"2145","upgrade ribet rumit aplikasi",-1,"Negatif"
"856","mantablaporaplikasi langsung ditanggepin bandingcepat",0,"Positif"
"2661","aplikasi upgrade nomor langgan simpan hilang ipdel orangparrah data pemakaian hilang anjir rrrr",-1,"Negatif"
"164","aplikasi manfaat saldo",1,"Positif"
"2174","errorsaat lapor keluhangangguan",-1,"Negatif"
"245","ayan cepat bagus barusan alamibatulucin ayan cepat muas call servicenyaman ajak bicara erti sulit posisi kerja ekstrapenuh terima kasih",3,"Positif"
"763","layanmobile gampanglanggan moga tugaslancar tugas amin",0,"Positif"
"2365","menu lengkap monitor status mohon detail kompliti",-1,"Negatif"
"57","andai nomor token beli langsung lihat aplikasi masuk email daftar aplikasi",0,"Positif"
"1381","token gratis",1,"Positif"
"980","moga nyapengaduan langsung respontidak tunggukian kali responterimakasih",0,"Positif"
"809","lumayan bantu aplikasimobile mash puasterima kasihmobile",2,"Positif"
"1032","mudah konsumen prmbelian tokenbiaya",0,"Positif"
"2247","bagus notifikasi ganggu jaring daerah daftar akun klik kosong",-4,"Negatif"
"373","bantu sekal beli token malam",1,"Positif"
"1519","aplikasi tugas lamban",-1,"Negatif"
"271","ayan wilayah rumah ayan butuh lumayan nyadarinsabar customernya usaha mohon tingkatayan terima kasih",1,"Positif"
"202","aplikasi upgrade akun foto ambil foto",0,"Positif"
"2025","proses bayarbayar aplikasi kecewa aplikasi batalrubah batalaplikasi icon batalsekal kesankayak pemaksaan coba",-2,"Negatif"
"588","good ramah cepat tindak skill mumpuni mantapppp",1,"Positif"
"385","bantu tugas sigap kampung alami mati lampu kampung lapor tunggu menit langsung nyalalanggan tugas sellu usaha sigap layan guyur hujan",3,"Positif"
"1258","tampildetail huhungimenggubakan voip versi moga optimal",1,"Positif"
"102","aplikasi bagussaya suka listrik langsung hidup terimakasihmobile",1,"Positif"
"796","login jaring bagus",0,"Positif"
"2340","mudah banget lapor ganggu",-1,"Negatif"
"766","lihat rincian detail pemakaintera lunas",1,"Positif"
"294","bagus informasibantu",0,"Positif"
"2579","aplikasi ribet",-1,"Negatif"
"1339","terimakasih respon tugas",0,"Positif"
"1438","trimakasihdenganaplikasi batu mudah subsidi listrik",1,"Positif"
"1648","lokasi jawajawa timur hadeeh pasang daftar aplikasi susah",-2,"Negatif"
"2189","transaksi pakai baca gagal mulu",-2,"Negatif"
"2692","camat sungai bahar kabupaten muaro jambi mati lampusolusi rugi orang",-3,"Negatif"
"71","aplikasi bagus bermanfaatpelayanan cepat tugas ramah",1,"Positif"
"728","kreenn",0,"Positif"
"829","madam",0,"Positif"
"1906","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"1538","tolong sedia fitur catat meter langgan pascabayar biar catat meter tanggal batas kadang lupa",-1,"Negatif"
"624","info diskon",0,"Positif"
"2606","mantapkalau fast respon feedbacknya tindak sekedar suggestionsetiaplapor masyarakatkalau clear tolong feedbackclearthanksemoga jayamantap ntuk layan masyarakat",-1,"Negatif"
"2283","update komplen madam lokasi gagal temu",-1,"Negatif"
"2565","penangananya lambat",-1,"Negatif"
"1379","token gagal nomor masuk benartolong bantu",1,"Positif"
"600","halomohonulang baharu kolom npwp menu dayaterima kasih salam",0,"Positif"
"1152","respon cepat mantap",2,"Positif"
"2896","aplikasi sekal keluh langsung direspon tangani terimakasih tugasjuos gandos",-1,"Negatif"
"1749","buruk error",-2,"Negatif"
"2149","bayar listrik kalo mati lampu mati lampu gilir bayar suruh cepatbayar mati lampu",-1,"Negatif"
"2097","aplikasi bagus info tagih tanggal aplikasitanggaltagih tolong info tagih trimakasih",-2,"Negatif"
"964","mobileapakah januari pemanggansubsidiecek tagih bayar bulam lalutrimakasih",0,"Positif"
"231","aplikasitoken digit angka beli",0,"Positif"
"2604","foto selfi gelap",-1,"Negatif"
"428","berik ayan",0,"Positif"
"2970","fast respon ganggu rugidownload aplikasimobileinstallinstall aplikasi",-1,"Negatif"
"1536","bikinmobile listrik tokenpulsa nyala lapormobile lapor status selesaiditengokin teknisi status selesai haaddeeh",-1,"Negatif"
"438","bintang",1,"Positif"
"289","bagus banget bantu langsung tanggap cepat banget terima kasih",5,"Positif"
"336","bantu banget cepat dapt mudah mendap info",3,"Positif"
"1348","terimakasihbantu rakyat indonesi",0,"Positif"
"907","mbak admin tugaskeluh terimakasih",0,"Positif"
"2500","beli token status proses lamaaa nomer token muncul buruk",-1,"Negatif"
"323","bagussssscepat respon",0,"Positif"
"915","menangani keluh ramah terima kasih",0,"Positif"
"452","bintangbagus aplikasikasih bintang",1,"Positif"
"1177","riwayat token",0,"Positif"
"1744","metode pembelajaran debet mandiri debetpakai dululah edit alamat cantum tagih salah",-1,"Negatif"
"2324","sisa pulsarealtime fiturpulsa informasi tampillangganslow respon",-1,"Negatif"
"2100","harapane mudah diakseskenyataanya lapor ganggu gagallaporan dibuatkalau lapor otomatis penanganan ganggu terlaksanasemetara butuh ayan cepat akses mudahpln mobile solusi bikin frustasi",-2,"Negatif"
"1110","plnsy hilangrekening listrikmau bayar gimanamohon bantu",2,"Positif"
"913","membntu",0,"Positif"
"1763","aplikasi eror saar verifikasi ambil fotodayadata tindaklanjut data ulang ulang layan primadigital maksimal layan offline kantor",-1,"Negatif"
"1989","susah verifikasi foto",-1,"Negatif"
"2163","ubah nomoralas daftar masuk nomor kalo lapor ganggu data langgan tugas ubung",-2,"Negatif"
"1095","penangananaplikasi bantu langgan tingkat kinerjanilai",1,"Positif"
"2418","madam tulis selesai nyala nyala tugas",-1,"Negatif"
"2344","buruk sekal",-1,"Negatif"
"2152","terimah kasihsukaramelapor informasi menit kabar tugasmantab terimah kasih layan",-1,"Negatif"
"698","kemarin riwayat bayar diagram garishilanga kesuliatanhistori nominal bayar kemarin tolong benah",3,"Positif"
"782","listrik rumah alami gangguankdang mati sendirianjretpadahal lampuapapun nyala kirim keluhandan kali inisemoga cepat rspontrimakasih",0,"Positif"
"1281","terima kasih ayanpuas moga",1,"Positif"
"2670","butuh sempurna lapor langgan area langsung hubung layan area",-1,"Negatif"
"1678","aplikasi ayan ganggu kerja sekal status selesai kali komplain ganggu aplikasi kali telepon dibenerin status selesai",-2,"Negatif"
"1781","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"750","laportanggal april direkturpamekasan teknisi langsung temu lapang sampa mohon maaf beliau rating beliau ramah cepat puas kinerja beliaupamekasan maju maju maju terimakasih",6,"Positif"
"54","ambil foto verifikasi",0,"Positif"
"2066","kalitagih muncul idpl blokir terussssssssss",-1,"Negatif"
"2867","bikin laporstasusnya selesai kabel putus tempel selokan",-1,"Negatif"
"1108","plan jaya",0,"Positif"
"138","aplikasi buruk suai lapang",0,"Positif"
"48","alhamdulillahprabayar mudah laku transaksi beli token",0,"Positif"
"1338","terimakasih respon cepat sorepulsa token ganggu meter listrik tulis periksa kirim pesan chat aplikasimobile respon adminpetugas alhamdulillah tulis periksa hilang meter listrik normal token pulsa listrikterimakasihmobile",0,"Positif"
"1956","tugas regu kadang tugas regu hilangdirespon aplikasi eror plnnya",-1,"Negatif"
"247","ayan cepat mudah jangkau masyarakat trimksaplikasi manfaat",2,"Positif"
"2452","akses mohon pasang hilang aplikasi tolong tingkat",-1,"Negatif"
"1585","update komplen madam lokasi gagal temu",-1,"Negatif"
"832","madam listriktapi madam listrikkitar subuh siang menyalasaya kimfirmasipusat telpon nomor kasih nomor lapor sajasaya download aplikasi buka alhamdulillah listrik nyala kitar",2,"Positif"
"738","lampu matikomplenaplikasi direspon",0,"Positif"
"2092","kecewa lapor tanggapkait lapor",-3,"Negatif"
"1271","telepon call centrekalitelepon kali buah kodeteknisi gimananya ayan masyarakatkali telepon kunjungpakai otak tolong",0,"Positif"
"81","aplikasi bagus manfaat",1,"Positif"
"66","aplikasi bagus bagus kalo ngisi token aplikasi saran",0,"Positif"
"2278","ribet lihat transaksi beli token payah",-2,"Negatif"
"391","barusan beli tokenbanking apeslayarmati hidupin layarmenu utamatoken kalitoken coba aplikasi verifikasi",0,"Positif"
"2971","aplikasimobile kirim kodekalo meter tulis periksa terimakasih",-1,"Negatif"
"127","aplikasi bantu sinergilanggan kadang oknum tugas respon sengaja contoh diam padam lapor menutetangga padam statusselesai padamstatussala padam status nyalastatus selesai",0,"Positif"
"477","cepat responya",1,"Positif"
"1404","tolong aplikasinyasaya bayar tagih listrik notifikasi suruh bayar urut kali masuk notifikasi",1,"Positif"
"1416","tolong layan listrik simulasi pasang simulasi daya daya",0,"Positif"
"436","bikin password ribet bangetakun konfirm login nomor handphone biar login ribet",0,"Positif"
"574","gampang beli token listrik sayang histori update beli",2,"Positif"
"1644","pakaiinstal aplikasi daftar buka aplikasi",-1,"Negatif"
"1365","tersolved mantap developer moga eror bantu masyarakat",1,"Positif"
"1771","mohon kalo idpel blokir kompensasi tagih listrik berik pemberitahuan langgan",-2,"Negatif"
"1907","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"284","bagus appl cuman sayang pasang munculcumanjawa timur banten",1,"Positif"
"2759","lambat",-1,"Negatif"
"113","aplikasi bantu kkantormnyampaikan kluhan kasih bintang",2,"Positif"
"1039","mudah simpel cepat",1,"Positif"
"2063","lambat sekal responya",-1,"Negatif"
"2827","sayangmobile cari cewek",-1,"Negatif"
"2526","kalikantorlapor aplikasi kali lapor aplikasi tindak telepon kali riwayat terang dtangani selesai realdatangfu lapor solusi",-1,"Negatif"
"839","maksutnya cobalapor meter periksa syarat ditangani download mobilepotoditangani khusus sampit kalimantan laku",1,"Positif"
"361","bantu mudah langgan listrikaduk ganggu listrik",0,"Positif"
"2696","lengkap kota kabupaten",-1,"Negatif"
"1910","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"107","aplikasi bantu aplikasi memberitahukan mati lampu good",0,"Positif"
"778","listrik gudang kacateluk mulus arang limbung listrikmatimohon bantu",1,"Positif"
"1064","okey admin",0,"Positif"
"189","aplikasi percayaditangani riwayat status selesai benahkali status tunggusekal tiada kecewa status riwayat",0,"Positif"
"1345","terimakasihayan cepat mudah",1,"Positif"
"825","maaf token gratis pemerintah",2,"Positif"
"1291","terima kasih tindaklibat selesai penjelasansemogacepat sigap layan masyarakat",2,"Positif"
"615","history pemakaiannya biaya mending",0,"Positif"
"597","halo beli tokenbayarlink beli ggal saldo refund",0,"Positif"
"260","ayan live chat maksimalcepat kali tinggal layan menit karyawan profesional karyawan arti minimal menit menulismengetik",0,"Positif"
"2811","bintangnyatetap semangatlapang moga lelah",-1,"Negatif"
"2806","penangananrespon jelek",-1,"Negatif"
"1116","pribadi dukung program token gratis pandemi inidengan stimulus token gratis bantu sekal keluargamantul",1,"Positif"
